Customer_ID,Date_of_Birth,Account_Number,Account_Type,Account_Balance,Account_Open_Date,Account_Status,Transaction_ID,Date_and_Time_of_Transaction,Transaction_Type,Transaction_Amount,Transaction_Description,Credit_Score,Loan_or_Credit_Card_Details,Credit_Limit,Outstanding_Loan_Amount,Credit_History,Username,Password_usually_hashed,Two_Factor_Authentication_2FA_Status,Branch_Name,SWIFT_BIC_Code,Card_Number,ATM_Transaction_Details
998937,1962-11-d,7654623738,Credit,90108.63,16-06-2023,Active,910591,31-12-2021 11:11,Transfer,1949.78,Particular common protect represent natural coach situation.,658,Travel point floor matter receive ask but for.,9197.67,40.39,Discover hold why author opportunity be clearly.,kennethbooth,3c$%2Lrw0dr5,Disabled,and Sons,YFBLGBIV,2.64E+15,Arm international must art provide official.
480969,1998-09-d,1738152661,Credit,21520.04,16-04-2019,Closed,955905,19-07-2022 16:44,Deposit,4470.77,Score every serious appear detail.,389,Again peace information democratic eye whether into.,7393.82,5458.42,Water white bill wish authority.,kayleehamilton,)4V+V7JuWCpF,Disabled,Ltd,HCKNGBUKZG2,2.23E+15,Onto spring manager wrong.
444623,1983-01-d,1603384350,Savings,65175.85,23-07-2019,Active,608919,26-12-2021 14:41,Withdrawal,2067.19,Top reach truth listen.,352,Generation article mind about step everybody wait.,37469.7,10937.97,Sort she provide.,lawrenceingram,1+vIVParyY7(,Enabled,and Sons,WJGZGBYJ,2.51E+15,Eat message enter participant this difference television.
260676,1963-10-d,2390851341,Credit,15185.94,22-06-2019,Closed,646662,08-03-2023 05:03,Transfer,3422.03,New pick low he get gas short least.,441,Believe term word draw hear defense present every.,12800.51,6576.71,Form particular popular much east popular series reveal.,marshalllaura,G5PjaO0bUH2!,Disabled,PLC,VRSXGBMZ,2.72E+15,Anything hard image air from.
198882,1989-03-d,2247033022,Checking,52836.17,24-06-2021,Active,99159,26-09-2023 21:37,Transfer,2649.17,Research use experience upon worry say.,757,Purpose ability produce single may.,24651.91,7810.86,Operation community fly figure director.,aphillips,1EXQ^tln_+Ay,Disabled,PLC,CDJWGB58,2.47E+15,Task certain full effect measure me.
932025,1959-11-d,8330478442,Checking,77346.11,12-05-2021,Frozen,388955,14-07-2022 02:15,Withdrawal,3513.55,Step thought wear pick need door individual.,703,There the describe those evening really much soon.,7634.14,1443.05,Development window spend son physical.,clarkmelissa,J#VJCKo7T72s,Enabled,Ltd,DVPGGBQB,2.71E+15,Would onto Congress keep.
666860,1984-12-d,6235030904,Checking,8606.09,19-03-2022,Active,356987,11-03-2023 21:31,Withdrawal,5207.03,Whole customer stuff field dinner matter success town.,480,Weight show all method oil.,32757.88,18325.82,Herself per focus specific.,zmcmahon,tW5H6GDab)lb,Enabled,Group,RWVEGBLB,2.50E+15,Real stay third color development.
414996,1977-03-d,4293049741,Checking,78927.38,12-03-2023,Frozen,124101,29-06-2022 11:20,Transfer,3678.09,Audience measure onto live management significant administration.,408,List trouble actually anything big song.,48013.73,749.14,Hand fall still write buy.,izamora,Z57Ue#xZ$f(o,Enabled,and Sons,GLYMGB26,5.13E+15,There drive audience fire catch short performance.
902145,1974-02-d,2967886323,Checking,66231.11,14-04-2020,Frozen,967441,02-02-2023 09:51,Withdrawal,5451.76,Size set probably employee high dog recently traditional.,718,Career everything quite music deep give.,18335.75,17888.36,Garden despite much else.,qmartinez,i(56ET1&Yvqx,Disabled,Group,MTYEGBW1IN7,5.53E+15,Research character billion at art.
448275,1995-07-d,4690253022,Checking,52976.08,02-11-2022,Frozen,90893,09-08-2023 18:57,Deposit,4665.75,Energy different also most.,536,Back somebody in people assume.,16293.95,538.34,Plant say two local audience.,gravespaula,@0OoyOzQ%2Qz,Disabled,and Sons,KZBDGBS9I8Z,2.25E+15,Find pay member listen easy raise.
951593,1952-04-d,2348603370,Checking,77310.11,18-06-2023,Frozen,917318,10-10-2023 19:17,Withdrawal,6908.32,Health three understand attack fish mention group.,528,Great would summer TV method stock goal find.,41101.93,26055.64,Describe nation people back center phone.,lopezshannon,z$GfNaimb(7h,Disabled,Group,YXFZGBZV,2.72E+15,Street bar evidence.
399231,1968-03-d,7252993517,Checking,60075.78,13-11-2019,Closed,426941,20-06-2023 21:55,Deposit,2185.49,Relate compare else view clear.,435,Actually strategy four drop always image avoid each.,48322.64,7358.58,Out four might know walk.,oramos,&#r+7Wfyd13%,Enabled,PLC,BTSWGB4JO7Z,5.48E+15,Leg tonight when.
934185,2001-07-d,2881624386,Savings,66688.4,26-09-2019,Frozen,798313,14-01-2022 04:23,Withdrawal,8297.43,Everything evidence which issue television class street.,760,Bag close front firm science quality.,19274.5,9922.4,Compare laugh shake dream.,amiller,H2YzO4doW*v%,Disabled,LLC,QUCUGBU4F1O,2.23E+15,Lay sell before set picture affect.
772047,1994-06-d,2273714107,Credit,46187.4,29-12-2021,Frozen,933795,23-04-2022 12:20,Withdrawal,9382.17,Effort foreign cup behavior.,393,Score information bring process amount and.,25462.52,21332.85,Court company compare focus fear military group.,hendersonwilliam,ZGqc$w$o4dV!,Disabled,Ltd,DOTBGBRC5CU,2.27E+15,Tough report toward.
688472,1998-12-d,49901267,Credit,60203.35,29-11-2020,Frozen,464871,14-12-2021 12:12,Transfer,4884.04,Remember different everyone lead hear majority almost.,631,Even way lot individual.,15481.08,12731.59,Well provide information father property college ball.,ehernandez,N6dqcSWk6)m4,Enabled,PLC,WNYXGBF0,2.40E+15,Especially possible Mrs job.
539348,1943-05-d,8576140381,Savings,62111.72,10-07-2019,Closed,438435,20-01-2022 14:36,Transfer,3568.89,Oil for approach event.,817,Staff back fight memory.,33938.93,5386.21,Work dream simply sell.,brittany90,9i50UNZDN&ED,Enabled,Inc,FBUNGBIL,2.70E+15,Discuss well trial prove.
222949,1967-06-d,9393557290,Investment,47553.14,03-04-2022,Closed,727028,20-10-2023 02:32,Deposit,4664,Wall region rate much.,475,To big in air she.,44715.76,19992.54,Event blood system.,anthonyguzman,a%5xEeek#XMd,Enabled,Group,BTOHGBEFAVT,2.26E+15,Just civil prevent local often meeting garden.
547136,1949-02-d,5499973817,Checking,6748.05,24-07-2023,Closed,756850,26-11-2022 00:06,Transfer,2201.82,Theory relate stuff remain scientist.,489,Professional total crime term suggest physical common.,10180.74,1304.37,Police heart reflect player democratic ok.,hernandezmark,Vm(pWILe9oK6,Enabled,and Sons,TUXSGBQH,5.34E+15,Help action send attorney traditional pull professional.
66562,1986-04-d,1350339185,Investment,73053.98,22-01-2020,Active,579816,22-06-2022 04:09,Withdrawal,6791.53,Skill public memory TV office resource position.,459,Defense important so event station one usually suddenly.,49832.57,8162.1,Require government important part enter natural fall accept.,perryheather,yT4T7AktJ*OH,Disabled,Ltd,KCZBGBQY,2.71E+15,Sport color change again notice there spend.
720200,1985-11-d,6972013305,Investment,42921.54,30-12-2022,Active,993819,01-06-2022 17:13,Deposit,2628.35,Environmental dream peace.,849,Choose recently pretty baby chance eat over occur.,41390.83,29589.37,Part something bar free culture ability hour move.,mcameron,leKReK+9&6bJ,Enabled,and Sons,GCGPGBIP,2.23E+15,Campaign unit focus rate draw knowledge baby writer.
249336,1969-10-d,6704143311,Checking,41440.72,10-05-2022,Closed,247499,05-05-2023 17:15,Transfer,7141.19,Control color seat morning investment.,691,Push west stuff score she lot.,43003.83,23879.98,Ask civil newspaper simply white.,david56,F0o6Ave(Cn@7,Disabled,Ltd,XMJHGB5R,2.26E+15,Billion surface source collection.
50258,1963-01-d,5889960526,Checking,4697.31,23-12-2022,Frozen,464638,14-04-2023 15:10,Deposit,8138.5,Weight relationship range relationship hot.,390,Every tax our parent citizen daughter television loss.,11632.41,6359.92,Perhaps phone enjoy try language teacher.,michaelmoore,IFr5cGx@(5lS,Enabled,and Sons,WXCRGBT36DW,2.22E+15,Condition thought respond according.
274635,1972-04-d,927391163,Savings,26293.5,25-01-2021,Closed,238572,11-07-2023 08:02,Transfer,9617.74,Hundred fly miss father form.,744,Either five beautiful agency establish play kind.,1551.21,838.71,Pretty race under would crime American level.,wilsonalexander,+lky0uHsd$W5,Disabled,and Sons,WMSNGBC2,2.27E+15,And lot prove baby later among adult six.
632399,1957-12-d,9106201434,Savings,64423.49,11-06-2023,Frozen,411363,29-11-2022 00:02,Deposit,9244.31,Own community another per.,587,Public address model allow sing get.,18837.16,6312.08,Movement free type him any stage firm.,dbishop,fU+KWHJq&A2t,Enabled,PLC,JIEEGBI3CHB,5.51E+15,Foot require former industry situation.
392601,1960-05-d,2181726902,Investment,49500.05,27-05-2021,Frozen,465200,28-07-2023 07:54,Transfer,9028.47,May paper relationship rule remain PM visit.,395,Air allow woman walk anyone especially.,15831.07,5370.75,Response try determine game song blood.,cterry,w*1LuH6pEykm,Disabled,Ltd,PYTOGBLX,5.31E+15,Idea west economic Republican sea green.
399397,2005-08-d,7462677615,Checking,17750.19,30-04-2022,Active,949778,17-08-2022 22:51,Deposit,7649.76,Candidate very prove.,454,Foreign would much interest teach.,39594.92,27309.69,Place goal sister capital.,bmartinez,o!9nDjSnPLE),Disabled,Inc,KBKZGBEEHYB,2.29E+15,Inside boy tax.
110281,1947-07-d,4224874291,Credit,30454.69,02-11-2020,Closed,276197,12-05-2023 19:01,Deposit,4373.8,Fly indicate reason compare film avoid place.,773,During street list help subject water imagine recent.,30465.03,23046.68,Major him cost product.,evanjohnson,*jCSTYixo33E,Disabled,PLC,FIKGGBE2,2.22E+15,Husband end whom open.
525888,1976-07-d,1782741459,Credit,38733.8,22-12-2019,Active,224246,12-10-2022 09:55,Withdrawal,844.73,Fast authority soldier finish.,425,Cost staff recently show.,31470.94,29218.25,Authority new consider note office movement tend.,martinalex,*2BWJNEa3U2g,Disabled,PLC,TZRCGBQ6R9J,5.21E+15,Per magazine man.
670385,1947-02-d,6612756218,Checking,10424.82,04-03-2021,Active,256527,17-02-2022 03:23,Withdrawal,3987.91,Power worker president different huge your author ready.,592,Partner decade international response.,25668.15,24083.85,Report pick investment ball and type.,mclaughlinjennifer,A*eJSx4f)2yW,Disabled,LLC,OSDJGBAV,5.32E+15,You clear thing.
891383,1983-01-d,9560744307,Credit,21050.22,12-02-2021,Frozen,449178,06-04-2022 08:28,Deposit,7142.13,Improve century benefit.,765,Tough reveal scientist.,5854.27,5049.05,Space east let everyone throw.,stacy71,vBJ7xsnt&cel,Disabled,Ltd,DDUXGBC0,2.27E+15,Him left conference gas often.
225102,1953-06-d,8895926513,Checking,92614.29,03-02-2019,Closed,581613,13-04-2022 15:03,Deposit,8713.72,Democratic throughout grow decide manage others prove.,610,Provide dinner civil.,9549.91,2849.96,Go task discover rate wait wind cultural.,qcole,x(FiKJeLqXU5,Disabled,Inc,JDTVGBN5Q9P,5.48E+15,The reflect life performance rock trip.
958018,1967-09-d,6197277742,Savings,29227.46,04-12-2019,Closed,485755,08-12-2021 08:22,Withdrawal,4827.13,Drive quite west guess federal fire become.,679,Indeed sure physical research trouble.,3805.33,1536.45,Media suggest company help.,mperry,(dSe0GbS&0o7,Disabled,PLC,FTRIGB0U,2.69E+15,Marriage piece guess late letter.
696588,1987-09-d,1899367676,Savings,6961.58,23-02-2020,Active,989755,03-05-2023 23:15,Transfer,4213.54,Against out six glass concern professor cultural begin.,812,Type have year nice certain big.,15378.67,15177.09,Bank last seven study include turn.,harringtonnancy,)7Y1iFLoAu$m,Enabled,LLC,RXAEGBIV,2.25E+15,Collection agreement million ever shake base.
905340,1978-05-d,9022111773,Credit,92568.62,06-12-2021,Active,735625,29-03-2022 17:18,Withdrawal,6217.72,Move ground happen range always home both.,363,General have hold I strategy she.,4538.45,2310.84,Authority size vote near meeting lay baby.,ppoole,hWESUzqzT_5S,Disabled,PLC,EJOVGBN8XVA,2.45E+15,Especially wife gun operation newspaper able trouble.
700544,1953-02-d,8695665916,Checking,12995.48,26-04-2020,Frozen,379368,30-11-2021 09:55,Deposit,9977.47,Drive shake hear visit there.,747,Center certain happen old sound.,24813.99,24627.28,Pattern despite score.,vhernandez,wGR5MdYjS#uZ,Enabled,Group,DCSTGBR9,2.71E+15,Laugh suddenly game another article.
347252,1965-05-d,582295641,Investment,74544.04,09-10-2020,Closed,970711,16-02-2023 05:56,Deposit,5652.51,Important serious street.,792,Indeed lose manage contain read town.,48759.54,46411.41,Key various million once necessary.,sara30,4g7MAb%n)4lW,Disabled,Group,GGBOGB8U,5.60E+15,Sell pretty deep ground.
112033,1951-12-d,722697909,Savings,41640.1,14-06-2022,Active,759951,13-09-2023 20:24,Withdrawal,9302.63,Soon turn up father common.,780,Assume thing paper black their past.,37312.54,12100.42,Live condition technology yes idea.,perezjulia,*3BuigMf8NVF,Enabled,and Sons,CUKAGB1R14S,2.70E+15,Themselves religious name floor save.
832625,1983-08-d,7309652870,Investment,93941.91,23-06-2020,Frozen,641279,15-10-2023 17:37,Deposit,9495.9,Sense provide six note accept.,562,Sing issue picture music stop.,23789.61,12494.52,Owner treatment once as site stand.,paula54,PH^CrNay(p6G,Enabled,LLC,TWRAGBLHUWA,2.25E+15,Kind happy owner design each production family.
154484,1978-08-d,3669665276,Savings,81194.64,14-11-2018,Closed,872540,14-02-2023 17:34,Deposit,411.41,Add type performance capital point.,422,Hospital later today model.,20112.45,3713.69,Himself center under threat.,skinnerjennifer,*3fVcise(6Jl,Enabled,and Sons,ZPSQGBBYQWU,2.29E+15,Lawyer for piece life as.
690985,1973-02-d,8028513948,Investment,32733.81,26-05-2022,Closed,128330,02-09-2022 22:54,Deposit,1815.72,Sense method build until ever.,644,Page whose factor out least.,14261.16,13719.57,Truth message attorney ok play team goal mouth.,edwardsnicholas,Qq*oqunm2_0K,Enabled,Group,UPYAGBBK,5.38E+15,Crime glass vote least be.
837240,2003-05-d,8155992451,Savings,3934.66,12-03-2021,Closed,436483,19-10-2023 22:56,Deposit,3745.8,Article young wind instead speech cover.,508,Difference yeah unit figure.,28421.78,10928.28,Yet finally speak then.,andreagriffith,DHDjPUm2&0Lk,Disabled,PLC,FTYRGBX7TRG,2.71E+15,Head nothing factor opportunity country already.
515452,1984-11-d,4961592411,Savings,90827.45,01-07-2021,Closed,836489,25-01-2022 05:59,Deposit,9003.23,Lay because help table benefit especially.,585,Culture time understand another more leg speak letter.,15523.99,14030.17,Blue college few role north environmental ready.,krameredward,w!r4toSz@g^5,Enabled,Group,HSQDGBR9V41,2.41E+15,Spend last pretty store detail seem.
905350,1976-04-d,4561354373,Credit,77549.18,31-10-2018,Frozen,575463,27-06-2022 19:47,Deposit,1569.54,Service study hot mission book tree national.,752,Cup arrive process in against father.,37037.35,12549.59,Summer draw record not occur fill everyone.,larry67,C#mJ4FPaeveI,Enabled,PLC,OYZIGBM1,5.13E+15,Gas mention nation military.
817289,1943-11-d,6520649097,Savings,47796.5,06-06-2020,Closed,414503,15-11-2022 11:43,Deposit,6529.37,Ability specific along yourself pretty.,359,Job green method everybody poor.,7891.1,928.99,Decide sell run resource.,lukenoble,X)IFRRseNs7q,Disabled,Group,MXLIGB1M,2.28E+15,Article look hot great offer.
661931,1972-03-d,9472831759,Savings,19277.7,27-11-2020,Active,941409,11-12-2022 01:46,Transfer,5189.73,Investment notice consider eat family focus.,325,That fish despite such quality state.,6521.44,2494.13,Charge them try commercial technology.,clarkmichael,CHXeMrgy$69P,Enabled,Group,PUYTGBAG2NF,2.72E+15,Inside offer draw act democratic sign.
762642,1978-10-d,3081946080,Credit,98108.48,24-04-2020,Closed,519553,24-09-2023 18:11,Deposit,9454.86,Line fine professor Congress forward.,615,American project both raise course his.,28604.47,9840.7,For might hour without week resource production.,millerbenjamin,Vl_XaOeN4$F9,Enabled,PLC,DEYGGB2M,2.23E+15,Part future site cover institution speech.
711564,1982-08-d,8184436662,Investment,48422.75,28-03-2021,Frozen,17454,10-09-2023 13:54,Deposit,3580.01,Plan rich among certain.,601,Prepare perhaps father son chair.,25707.31,9474.87,Term off far court.,aimee16,V3GG128m_qUX,Disabled,LLC,NJIDGB6L,2.72E+15,Receive trial international left leader role section.
730891,1946-07-d,348199470,Checking,39710.14,30-05-2021,Active,343138,09-12-2021 04:29,Withdrawal,9267.96,Check including television century participant owner.,513,Do bad structure growth manage.,15087.38,1267,Fine enter dinner you analysis rate summer fear.,rebecca96,l+R)+iZouL9Y,Enabled,Inc,AOPFGBAT,2.27E+15,Democrat cost manage central cover even assume.
289732,1974-05-d,7423844650,Investment,19469.68,10-12-2018,Active,641424,04-11-2022 03:27,Withdrawal,6866.68,Kind occur ground them career anything.,647,Enjoy expert lay travel.,16295.48,12037.33,State call administration television another.,wendy64,cz4*cVNz4_YR,Enabled,and Sons,HBVTGBP2,2.28E+15,History onto toward improve speak.
156026,1952-11-d,7411113621,Investment,21348.04,04-10-2021,Closed,733955,01-02-2022 19:14,Withdrawal,7227.94,This add authority just soon trial middle.,598,Type worry society while.,1942.67,192.02,Sit responsibility others.,gonzalestoni,_%3zZuWravta,Disabled,Group,AKSEGBDHUIK,2.22E+15,Computer area mission suggest phone.
627412,1982-12-d,5262555790,Credit,53306.62,24-01-2021,Active,801078,05-06-2022 07:15,Withdrawal,2817.89,Organization where tax strong those mother.,668,Age century drug true my.,39800.56,37.42,Around suffer century assume director just.,rlivingston,b0laI_h5!0bY,Disabled,Inc,CIOSGBNF,5.26E+15,Require sea score day show.
365731,2000-08-d,9934787151,Savings,74705.44,09-05-2023,Frozen,301415,12-12-2022 10:23,Deposit,3770.67,Build student method my.,770,Federal once particular bag through purpose whole.,10763.99,10348.74,Continue get director recent area eye whole physical.,millerlaura,@AN4gMcmYsSm,Disabled,Ltd,ROQVGB5H,2.25E+15,What total past laugh store.
